,country,site,longitude,latitude,score,scorecn,scorecy,scorepfc,scoreth,scoretr,reefpct,grav_NC,sediment,nutrient,pop_count,num_ports,reef_value
156,Indonesia,Kecil,110.51187,-5.82036,0.06788,-1.09328,0.76178,0.16443,0.71463,0.54572,0.0136,9.3308272,11.2329092,0,21308.7564,0,729
157,Indonesia,Kembar,110.19561,-5.743575,0.03373,-1.31659,0.76178,0.14836,0.45563,0.28786,0.1704,6.56419533,0,0,5029.592987,0,33
158,Indonesia,Kumbang 1,110.226294,-5.771209,0.06668,-0.62424,0.76178,0.14986,0.53543,0.40934,0.0964,7.002987992,0,0,7461.953461,0,72
159,Indonesia,Kumbang 2,110.228799,-5.774815,0.06668,-0.62424,0.76178,0.14986,0.53543,0.40934,0.0964,7.002987992,0,0,7461.953461,0,72
160,Indonesia,Kumbang 3,110.233448,-5.775143,0.06668,-0.62424,0.76178,0.14986,0.53543,0.40934,0.0964,7.002987992,0,0,7461.953461,0,72
161,Indonesia,Legon Janten,110.461393,-5.86647,0.09132,-0.5017,0.76178,0.16055,0.73848,0.60367,0.0184,9.907739977,17.54244995,0,39299.40822,0,960
162,Indonesia,Legon Moto,110.46648,-5.86286,0.09132,-0.5017,0.76178,0.16055,0.73848,0.60367,0.0184,9.907739977,17.54244995,0,39299.40822,0,960
163,Indonesia,Menjangan Besar,110.43379,-5.89806,0.09707,-0.29869,0.76178,0.15794,0.71952,0.62429,0.0952,10.15110336,16.34780121,0,28277.92119,0,5662
164,Indonesia,Menjangan Kecil,110.40563,-5.90131,0.10024,-0.29869,0.76178,0.15668,0.74757,0.68895,0.0036,11.22499441,4.214396477,0,3517.003113,0,180
165,Indonesia,Menyawakan,110.34733,-5.79817,0.08105,-0.29869,0.76178,0.15517,0.55415,0.46799,0.014,7.383021616,0.678838611,0,1270.316071,0,42
166,Indonesia,Nyamuk,110.206447,-5.82071,0.07362,-0.62424,0.76178,0.14869,0.60599,0.49508,0.0756,7.674087911,0.005400311,0,3371.487396,0,41
167,Indonesia,Pantai Nirwana,110.45016,-5.8868,0.09132,-0.5017,0.76178,0.16055,0.73848,0.60367,0.0184,9.907739977,17.54244995,0,39299.40822,0,960
168,Indonesia,Parang 1,110.260433,-5.755273,0.06877,-0.62424,0.76178,0.15252,0.55927,0.40524,0.0436,7.193004804,0.05715109,0,5664.567139,0,39
169,Indonesia,Parang 2,110.258263,-5.768011,0.06877,-0.62424,0.76178,0.15252,0.55927,0.40524,0.0436,7.193004804,0.05715109,0,5664.567139,0,39
170,Indonesia,Sintok 1,110.51927,-5.78476,0.06121,-1.09328,0.76178,0.16574,0.63601,0.51933,0.0332,8.431690552,3.324260473,0,15132.04574,0,907
171,Indonesia,Sintok 2,110.51389,-5.78817,0.06121,-1.09328,0.76178,0.16574,0.63601,0.51933,0.0332,8.431690552,3.324260473,0,15132.04574,0,907
172,Indonesia,Taka Malang E,110.438789,-5.822472,0.06327,-1.09328,0.76178,0.15921,0.65832,0.57024,0.1016,8.791570271,14.72974682,0,39147.91832,0,4317
173,Indonesia,Taka Malang W,110.438853,-5.82071,0.06327,-1.09328,0.76178,0.15921,0.65832,0.57024,0.1016,8.791570271,14.72974682,0,39147.91832,0,4317
174,Indonesia,Taka Menyawakan E,110.325654,-5.76733,0.08105,-0.29869,0.76178,0.15517,0.55415,0.46799,0.014,7.383021616,0.678838611,0,1270.316071,0,42
175,Indonesia,Taka Menyawakan W,110.324744,-5.766931,0.08105,-0.29869,0.76178,0.15517,0.55415,0.46799,0.014,7.383021616,0.678838611,0,1270.316071,0,42
176,Indonesia,Tanjung Dua,110.47279,-5.85681,0.09132,-0.5017,0.76178,0.16055,0.73848,0.60367,0.0184,9.907739977,17.54244995,0,39299.40822,0,960
177,Indonesia,Tanjung Lemu,110.48852,-5.83365,0.06599,-1.09328,0.76178,0.16184,0.68813,0.57604,0.108,9.049146202,18.71908188,0,39129.72902,0,5588
178,Indonesia,Tanjung Sekoci,110.46753,-5.85771,0.09132,-0.5017,0.76178,0.16055,0.73848,0.60367,0.0184,9.907739977,17.54244995,0,39299.40822,0,960
179,Indonesia,Tengah,110.51163,-5.80877,0.06788,-1.09328,0.76178,0.16443,0.71463,0.54572,0.0136,9.3308272,11.2329092,0,21308.7564,0,729
180,Kenya,Kanamai (Mradi),39.7823,-3.94166,0.1458,0.52034,0.76178,0.18332,0.82976,1.19542,0.068,1179.131847,27.86652374,2.598976612,170910.0171,0,1969
181,Kenya,Kibuyuni 1 (East or B),39.334,-4.64381,0.1306,0.70248,0.76178,0.17964,0.62592,0.88082,0.2716,70.4128082,63.6805954,3.289040327,3402.320886,0,763
182,Kenya,Kibuyuni 2 (West or A),39.343,-4.64119,0.1306,0.70248,0.76178,0.17964,0.62592,0.88082,0.2716,70.4128082,63.6805954,3.289040327,3402.320886,0,763
183,Kenya,Kuruwitu (Vipingo),39.844322,-3.803622,0.14961,0.52034,0.76178,0.18515,0.86384,1.25443,0.078,565.9719185,0,0,47014.70422,0,634
184,Kenya,Mji wa Kale 1 (Mkwiro),39.3862,-4.65969,0.13503,0.70248,0.76178,0.17549,0.66585,0.98024,0.264,71.53360788,45.09266281,3.044667482,6198.83566,0,1232
185,Kenya,Mji wa Kale 2 (Mkwiro),39.38976,-4.65983,0.13503,0.70248,0.76178,0.17549,0.66585,0.98024,0.264,71.53360788,45.09266281,3.044667482,6198.83566,0,1232
186,Kenya,Mwaembe (Mpunga South),39.4794,-4.5052,0.14074,0.59336,0.76178,0.17534,0.76544,1.07903,0.096,119.74159,21.57575989,1.812224388,22973.60077,0,446
187,Kenya,Takaungu,39.87159,-3.69028,0.1479,0.48385,0.76178,0.1897,0.85682,1.23967,0.1628,189.8273381,87.57089996,5.593576431,43159.58032,0,1368
188,Madagascar,Ambarinidada_11,48.606917,-12.915278,0.00886,-0.25112,0.02352,-0.06326,0.28862,-0.08818,0.0976,1.549488275,1.678306222,0.065003663,1222.467312,0,24
189,Madagascar,Ambato_04,49.84414,-16.57103,-0.02787,-0.09522,-0.41314,-0.10171,0.00277,-0.1217,0.094,2.111112356,73.78911591,0.006519685,4235.336051,0,0
190,Madagascar,Ambato_05,49.84386,-16.55347,-0.02787,-0.09522,-0.41314,-0.10171,0.00277,-0.1217,0.094,2.111112356,73.78911591,0.006519685,4235.336051,0,0
191,Madagascar,Ambatofisaka_19,47.811028,-13.604278,0.07253,0.31608,0.05925,-0.04742,0.71463,0.33752,0.012,0.417438675,11.57946396,0.023493903,24.45688629,0,50
192,Madagascar,Ambatomilay_18,47.804944,-13.605056,0.07253,0.31608,0.05925,-0.04742,0.71463,0.33752,0.012,0.417438675,11.57946396,0.023493903,24.45688629,0,50
193,Madagascar,Amparimilay_10,48.562361,-12.886194,0.02374,-0.25112,0.05821,-0.06385,0.41202,0.15297,0.1928,1.567779017,1.086536527,0.019341419,1539.387859,0,32
194,Madagascar,Andra_06,43.2364,-22.48288,0.02553,-0.63671,-0.24813,-0.20637,0.69024,1.14947,0.2376,2.567681004,0.521586061,0.041063447,226.566246,0,0
195,Madagascar,Andravona_08,43.23638,-22.46936,0.02553,-0.63671,-0.24813,-0.20637,0.69024,1.14947,0.2376,2.567681004,0.521586061,0.041063447,226.566246,0,0
196,Madagascar,Andravona_12,43.23909,-22.44011,0.02698,-0.63671,-0.26287,-0.20443,0.70287,1.20086,0.1424,2.023929942,0.625258982,0.049761876,267.092186,0,0
197,Madagascar,Andre_07,43.23796,-22.44588,0.02698,-0.63671,-0.26287,-0.20443,0.70287,1.20086,0.1424,2.023929942,0.625258982,0.049761876,267.092186,0,0
198,Madagascar,Anir_23,49.71842,-16.12906,-0.0277,-0.11408,-0.29072,-0.09219,-0.04148,-0.16558,0.0372,1.459818314,213.103775,0.093110591,12844.12058,0,9
199,Madagascar,Anir_24,49.71489,-16.12578,-0.0277,-0.11408,-0.29072,-0.09219,-0.04148,-0.16558,0.0372,1.459818314,213.103775,0.093110591,12844.12058,0,9
200,Madagascar,Anka_01,43.2573,-22.6229,0.0407,-0.08445,-0.19621,-0.21091,0.62937,1.09064,0.7004,4.660465313,0.747072041,0.024752248,2286.004694,0,0
201,Madagascar,Ankarea_03,48.574083,-12.845278,0.02858,-0.25112,0.08487,-0.06449,0.45908,0.16161,0.0384,1.66121719,0.434708387,0.016045062,343.1711235,0,0
202,Madagascar,Ankaso_15,47.978222,-13.486944,0.04981,0.08914,0.05795,-0.04942,0.5721,0.14606,0.0156,0.602417911,5.618611336,0.036462039,216.0948792,0,14
203,Madagascar,Ankivonjy_14,47.95105,-13.502278,0.04719,0.08914,0.0541,-0.0491,0.55852,0.05447,0.1124,0.580243968,0,0,532.8668365,0,81
204,Madagascar,Anta_08,49.84981,-16.50922,-0.00386,0.49522,-0.42764,-0.1017,0.02794,-0.01807,0.002,2.21588977,50.70238876,0.004409829,2936.894383,0,0
205,Madagascar,Anta_09,49.85039,-16.50236,-0.00386,0.49522,-0.42764,-0.1017,0.02794,-0.01807,0.002,2.21588977,50.70238876,0.004409829,2936.894383,0,0
206,Madagascar,Antanambe_13,49.89056,-16.45281,0.00202,0.49522,-0.42765,-0.10092,0.08506,0.05985,0.2288,2.165079549,50.12761307,0.003280595,3162.81095,0,0
207,Madagascar,Antanambe_14,49.88122,-16.42169,0.00912,0.49522,-0.41941,-0.10018,0.14841,0.16466,0.2548,2.031173974,52.66675186,0.002691906,2289.330482,0,0
208,Madagascar,Antanambe_15,49.84953,-16.42436,0.01211,0.49522,-0.40814,-0.09923,0.18186,0.15198,0.0084,2.031173974,0,0,5311.936676,0,0
209,Madagascar,Antsa_09,43.33463,-22.78652,0.03009,-0.36858,-0.18355,-0.21547,0.59712,1.21937,0.3848,8.523159904,1.080896139,0.027138008,1569.267029,0,0
210,Madagascar,Antsi_20,49.83358,-16.18103,-0.00631,0.36708,-0.33253,-0.09533,0.02089,-0.09773,0.1884,1.545262419,128.7887878,0.078055345,10920.37373,0,0
211,Madagascar,Antsi_22,49.82786,-16.17056,-0.00631,0.36708,-0.33253,-0.09533,0.02089,-0.09773,0.1884,1.545262419,128.7887878,0.078055345,10920.37373,0,0
212,Madagascar,Antsoa_07,48.577917,-12.985736,0.00743,-0.60132,0.00482,-0.06257,0.39534,0.10218,0.0448,1.317390477,0.431752145,0.041627664,369.1870182,0,73
213,Madagascar,Beangovo_04,48.497639,-13.002778,0.03191,-0.45332,-0.01092,-0.06158,0.59142,0.35171,4.00E-04,1.097685761,0.001916953,0.005139017,22.19173121,0,0
214,Madagascar,Beko_03,43.24406,-22.52076,0.0244,-0.63671,-0.23348,-0.20816,0.67645,1.12465,0.1908,3.078037139,0.438132584,0.033727739,224.9083023,0,0
215,Madagascar,Belo_04,43.24644,-22.51787,0.0244,-0.63671,-0.23348,-0.20816,0.67645,1.12465,0.1908,3.078037139,0.438132584,0.033727739,224.9083023,0,0
216,Madagascar,Iha_01,49.89995,-15.49041,0.00261,-0.0189,-0.12763,-0.08616,0.22391,-0.21985,0.018,0.809647898,140.7545624,0.219151527,6393.569458,0,25
217,Madagascar,Iha_02,49.89058,-15.47062,0.00261,-0.0189,-0.12763,-0.08616,0.22391,-0.21985,0.018,0.809647898,140.7545624,0.219151527,6393.569458,0,25
218,Madagascar,Imor_18,49.85681,-16.19389,-0.00384,0.36708,-0.34612,-0.09648,0.05188,-0.0634,0.0196,1.584318117,73.32485962,0.057427302,3387.279247,0,0
219,Madagascar,Imor_19,49.84703,-16.19253,-0.00631,0.36708,-0.33253,-0.09533,0.02089,-0.09773,0.1884,1.545262419,128.7887878,0.078055345,10920.37373,0,0
220,Madagascar,Imor_21,49.84203,-16.18819,-0.00631,0.36708,-0.33253,-0.09533,0.02089,-0.09773,0.1884,1.545262419,128.7887878,0.078055345,10920.37373,0,0
221,Madagascar,Kisimani_16,48.095389,-13.558944,0.02686,-0.2124,0.02702,-0.05043,0.49026,-0.14548,0.0316,0.641346052,44.00640106,0.097398348,1113.511128,0,45
222,Madagascar,Madiro_17,48.026778,-13.522056,0.04246,0.08914,0.04359,-0.04975,0.52311,-0.03946,0.0772,0.614610592,22.7355938,0.069105387,728.1154828,0,87
223,Madagascar,Maintim_27,49.67444,-15.76042,-0.01002,-0.11408,-0.23667,-0.08473,0.143,-0.15207,0.0692,1.155100019,66.38014221,0.057948954,1911.95787,0,3
224,Madagascar,Maintim_28,49.66983,-15.75086,-0.01002,-0.11408,-0.23667,-0.08473,0.143,-0.15207,0.0692,1.155100019,66.38014221,0.057948954,1911.95787,0,3
225,Madagascar,Malo_02,49.81733,-16.60153,-0.02974,-0.09522,-0.41054,-0.10259,-0.00777,-0.18896,8.00E-04,2.279615273,78.69002533,0.007981542,2254.684451,0,0
226,Madagascar,Malo_03,49.83858,-16.58275,-0.02787,-0.09522,-0.41314,-0.10171,0.00277,-0.1217,0.094,2.111112356,73.78911591,0.006519685,4235.336051,0,0
227,Madagascar,Manam_06,49.84847,-16.51964,-0.00386,0.49522,-0.42764,-0.1017,0.02794,-0.01807,0.002,2.21588977,50.70238876,0.004409829,2936.894383,0,0
228,Madagascar,Manam_07,49.84861,-16.52439,-0.00386,0.49522,-0.42764,-0.1017,0.02794,-0.01807,0.002,2.21588977,50.70238876,0.004409829,2936.894383,0,0
229,Madagascar,Mand_10,49.86128,-16.47583,0.00202,0.49522,-0.42765,-0.10092,0.08506,0.05985,0.2288,2.165079549,50.12761307,0.003280595,3162.81095,0,0
230,Madagascar,Mand_11,49.85811,-16.49425,0.00202,0.49522,-0.42765,-0.10092,0.08506,0.05985,0.2288,2.165079549,50.12761307,0.003280595,3162.81095,0,0
231,Madagascar,Mand_12,49.87611,-16.47103,0.00202,0.49522,-0.42765,-0.10092,0.08506,0.05985,0.2288,2.165079549,50.12761307,0.003280595,3162.81095,0,0
232,Madagascar,Marofot_01,50.00177,-15.77711,-0.02532,0.45639,-0.2674,-0.09492,-0.24037,-0.31521,0.0312,0.345358232,0,0,5106.674911,0,11
233,Madagascar,Marofot_02,49.97539,-15.7567,-0.02451,0.45639,-0.25776,-0.09347,-0.23595,-0.316,0.0348,0.606870076,16.0948658,0.016358754,4060.568369,0,21
234,Madagascar,Marotogny_20,47.901556,-13.581056,0.05207,0.08914,0.06023,-0.04855,0.60433,0.11333,0.3612,0.440880817,14.97363567,0.049671903,993.7606006,0,6
235,Madagascar,NF01,48.45197,-13.30202,-0.02684,-0.83683,-0.02571,-0.05781,0.20856,-0.55702,0.1052,1.211103829,8.061332703,0.096436433,2211.601494,0,95
236,Madagascar,NK01,48.32606,-13.48021,-0.06146,-1.41493,0.01375,-0.05397,0.0642,-0.82907,0.0284,0.960951794,38.4598999,0.272437513,6174.410805,0,1348
237,Madagascar,NosyFisaka_02,48.592333,-12.82581,0.02858,-0.25112,0.08487,-0.06449,0.45908,0.16161,0.0384,1.66121719,0.434708387,0.016045062,343.1711235,0,0
238,Madagascar,NosyKaine_09,48.537444,-13.024583,0.01821,-0.60132,-0.01473,-0.06189,0.50803,0.25096,0.0376,1.15171243,0.007655059,0.016329834,55.81527972,0,84
239,Madagascar,NosyKarabo_06,48.562083,-12.996556,0.00743,-0.60132,0.00482,-0.06257,0.39534,0.10218,0.0448,1.317390477,0.431752145,0.041627664,369.1870182,0,73
240,Madagascar,NosyLava_01,48.670833,-12.74733,0.03666,0.06019,0.11851,-0.06598,0.42881,0.06074,0.114,1.929904447,0.840558052,0.052152995,238.2770691,0,0
241,Madagascar,NosyVazoana_05,48.634833,-12.883389,0.01252,-0.25112,0.04821,-0.06392,0.31596,-0.04746,0.2044,1.750494211,1.476767302,0.053061496,1509.562348,0,36
242,Madagascar,NS01,48.15712,-13.29055,0.0465,0.1272,0.0595,-0.05472,0.53438,0.06612,0.1148,0.803967181,14.11360264,0.079701416,24099.85117,0,1398
243,Madagascar,NT01,48.23338,-13.48341,-0.03756,-1.41493,0.02218,-0.05267,0.29123,-0.49679,0.0144,0.833950944,17.22916412,0.18183206,201.6746826,0,123
244,Madagascar,NT02,48.23491,-13.47929,-0.03756,-1.41493,0.02218,-0.05267,0.29123,-0.49679,0.0144,0.833950944,17.22916412,0.18183206,201.6746826,0,123
245,Madagascar,Plateau_13,47.882472,-13.500222,0.05073,0.08914,0.06431,-0.04846,0.58421,0.12258,0.0996,0.542856445,11.80981541,0.0476752,387.4076424,0,19
246,Madagascar,Ranto_01,49.66841,-15.66407,-0.00229,-0.11408,-0.22213,-0.08384,0.21585,-0.0713,0.0236,1.155100019,84.25283051,0.089662589,1290.745041,0,18
247,Madagascar,Ratapenjiky_12,48.583028,-12.938222,0.02228,-0.25112,0.03153,-0.06321,0.40856,0.13405,0.4324,1.395865661,0.965568841,0.024512032,1269.469805,0,96
248,Madagascar,Sal_N1_11,43.25129,-22.60613,0.0407,-0.08445,-0.19621,-0.21091,0.62937,1.09064,0.7004,4.660465313,0.747072041,0.024752248,2286.004694,0,0
249,Madagascar,Sal_N2_02,43.27366,-22.65238,0.04172,-0.08445,-0.18936,-0.21258,0.62659,1.16451,0.2416,5.173594889,0.764106035,0.017555149,547.5245361,0,0
250,Madagascar,Sal_N2_05,43.243,-22.53797,0.0244,-0.63671,-0.23348,-0.20816,0.67645,1.12465,0.1908,3.078037139,0.438132584,0.033727739,224.9083023,0,0
251,Madagascar,Sal_N2_13,43.22846,-22.55948,0.02447,-0.64441,-0.21602,-0.20981,0.6691,1.15413,0.1048,4.124429293,0.442170769,0.026628874,173.3876441,0,0
252,Madagascar,Sala_14,43.26153,-22.55849,0.04348,-0.08445,-0.21266,-0.20923,0.67209,1.0753,0.7512,4.124429293,0.64610678,0.032742292,2680.174387,0,0
253,Madagascar,Tsand_10,43.31625,-22.73958,0.03247,-0.36858,-0.18702,-0.21377,0.63226,1.18833,0.5508,6.854378829,0.950215638,0.018423703,2178.447632,0,0
254,Madagascar,Tsarabanjina_08,48.549417,-13.034944,0.01821,-0.60132,-0.01473,-0.06189,0.50803,0.25096,0.0376,1.15171243,0.007655059,0.016329834,55.81527972,0,84
255,Madagascar,Vato_25,49.68056,-15.784,-0.01002,-0.11408,-0.23667,-0.08473,0.143,-0.15207,0.0692,1.155100019,66.38014221,0.057948954,1911.95787,0,3
256,Madagascar,Vato_26,49.68372,-15.78844,-0.01002,-0.11408,-0.23667,-0.08473,0.143,-0.15207,0.0692,1.155100019,66.38014221,0.057948954,1911.95787,0,3
257,Madagascar,Vohi_16,49.86194,-16.22067,-0.0234,-0.31087,-0.36968,-0.09722,0.09618,0.04981,0.09,1.584318117,60.83989334,0.045035176,8632.685242,0,0
258,Madagascar,Vohi_17,49.8655,-16.20433,-0.0234,-0.31087,-0.36968,-0.09722,0.09618,0.04981,0.09,1.584318117,60.83989334,0.045035176,8632.685242,0,0
259,Indonesia,Gili Asahan,115.8903,-8.73283,-0.16861,-1.76064,0.54697,0.12537,-1.31763,-1.89395,0.01,50.89351767,74.4098587,28.4167347,52885.25684,0,1320
260,Indonesia,Gili Gede Timur,115.9282,-8.73092,-0.15816,-1.52867,0.55168,0.12382,-1.29366,-1.87711,0.0296,63.55400584,102.2253036,41.56053162,47701.47506,0,1983
261,Indonesia,Gili Renggit,115.9141,-8.71147,-0.15816,-1.52867,0.55168,0.12382,-1.29366,-1.87711,0.0296,63.55400584,102.2253036,41.56053162,47701.47506,0,1983
262,Indonesia,Takad Anyaran,115.92513,-8.71179,-0.15816,-1.52867,0.55168,0.12382,-1.29366,-1.87711,0.0296,63.55400584,102.2253036,41.56053162,47701.47506,0,1983
263,Fiji,Ada01,179.01408,-17.19859,0.04082,0.97877,-0.10018,0.20962,-0.10767,0.09591,0.0616,0.818446724,0.205051467,4.96E-05,6.847198486,0,654
264,Fiji,Ada04,179.01196,-17.2061,0.04082,0.97877,-0.10018,0.20962,-0.10767,0.09591,0.0616,0.818446724,0.205051467,4.96E-05,6.847198486,0,654
265,Fiji,Kan03,179.13147,-17.25385,0.04329,1.05412,-0.0965,0.20895,-0.12289,0.15883,0.0084,0.868082269,0.080697529,8.57E-06,0,0,44
266,Fiji,Kan04,179.08215,-17.22413,0.04329,1.05412,-0.0965,0.20895,-0.12289,0.15883,0.0084,0.868082269,0.080697529,8.57E-06,0,0,44
267,Fiji,Kan05,179.17772,-17.26847,0.04329,1.05412,-0.0965,0.20895,-0.12289,0.15883,0.0084,0.868082269,0.080697529,8.57E-06,0,0,44
268,Fiji,Kan06,179.17595,-17.25014,0.04329,1.05412,-0.0965,0.20895,-0.12289,0.15883,0.0084,0.868082269,0.080697529,8.57E-06,0,0,44
269,Fiji,Kan07,179.12773,-17.25005,0.04329,1.05412,-0.0965,0.20895,-0.12289,0.15883,0.0084,0.868082269,0.080697529,8.57E-06,0,0,44
270,Fiji,Vatu01,179.53204,-17.43846,0.02738,0.65047,-0.01386,0.20753,-0.15001,0.01278,0.0912,0.67638656,25.87723732,0.00024482,1909.995186,0,0
271,Fiji,Vatu02,179.54608,-17.44287,0.02738,0.65047,-0.01386,0.20753,-0.15001,0.01278,0.0912,0.67638656,25.87723732,0.00024482,1909.995186,0,0
272,Fiji,Vatu03,179.549,-17.43134,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
273,Fiji,Vatu04,179.5347,-17.41956,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
274,Fiji,Vatu05,179.5182,-17.43272,0.02738,0.65047,-0.01386,0.20753,-0.15001,0.01278,0.0912,0.67638656,25.87723732,0.00024482,1909.995186,0,0
275,Fiji,Vatu06,179.52986,-17.44051,0.02738,0.65047,-0.01386,0.20753,-0.15001,0.01278,0.0912,0.67638656,25.87723732,0.00024482,1909.995186,0,0
276,Fiji,Yac01,179.55023,-17.25782,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
277,Fiji,Yac02,179.53789,-17.26277,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
278,Fiji,Yac03,179.50087,-17.26381,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
279,Fiji,Yac04,179.48424,-17.2665,0.03514,0.7646,-0.01697,0.20996,-0.12828,0.13494,0.0576,0.498812097,37.1288147,0.000443423,2018.451359,0,0
280,Fiji,Yac05,179.5032,-17.25255,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
281,Fiji,Yac06,179.52521,-17.23642,0.03243,0.7646,-0.01907,0.21117,-0.16885,0.17124,0.032,0.543716319,26.7116375,0.000312349,992.9999428,0,0
282,Fiji,Yac07,179.51791,-17.24219,0.03243,0.7646,-0.01907,0.21117,-0.16885,0.17124,0.032,0.543716319,26.7116375,0.000312349,992.9999428,0,0
283,Fiji,Yac08,179.50404,-17.23875,0.03243,0.7646,-0.01907,0.21117,-0.16885,0.17124,0.032,0.543716319,26.7116375,0.000312349,992.9999428,0,0
284,Fiji,Yac09,179.49728,-17.23876,0.03243,0.7646,-0.01907,0.21117,-0.16885,0.17124,0.032,0.543716319,26.7116375,0.000312349,992.9999428,0,0
285,Fiji,Yac11,179.49187,-17.26002,0.03514,0.7646,-0.01697,0.20996,-0.12828,0.13494,0.0576,0.498812097,37.1288147,0.000443423,2018.451359,0,0
286,Fiji,Yac13,179.54135,-17.2482,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
287,Fiji,Yac15,179.53996,-17.24652,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
288,Fiji,Yac16,179.5475,-17.25345,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
289,Fiji,Yac17,179.548873,-17.26403,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
290,Fiji,Yac18,179.53899,-17.26258,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
291,Fiji,Yac19,179.47536,-17.26797,0.03514,0.7646,-0.01697,0.20996,-0.12828,0.13494,0.0576,0.498812097,37.1288147,0.000443423,2018.451359,0,0
292,Fiji,Yac20,179.5497,-17.26024,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
293,Fiji,Yac21,179.53142,-17.27197,0.0284,0.65047,-0.00944,0.20933,-0.15324,0.07638,0.0276,0.587599329,32.32932663,0.000428388,835.1522141,0,0
294,Indonesia,Anoi Hitam,95.378254,5.825738,-0.03999,-1.20055,0.76178,0.07385,-0.25174,-0.6554,0.036,47.73823597,16.62815094,5.695496082,20228.27004,2,896
295,Indonesia,Ba Kopra,95.228231,5.866864,-0.02495,-1.02651,0.76178,0.07576,-0.16858,-0.5261,0.04,18.23516408,16.84543037,0.245613441,12111.58557,0,12214
296,Indonesia,Barat Selako,95.252417,5.896556,-0.03586,-1.20055,0.76178,0.07561,-0.21099,-0.61103,0.0592,23.02923045,25.5213089,0.410335571,24794.61707,0,18327
297,Indonesia,Batee Meurenon,95.264663,5.873513,-0.03586,-1.20055,0.76178,0.07561,-0.21099,-0.61103,0.0592,23.02923045,25.5213089,0.410335571,24794.61707,0,18327
298,Indonesia,Battee,95.163395,5.558743,0.04793,-0.19013,0.76178,0.06788,0.32476,-0.26917,0.096,236.7637742,82.52529907,42.45854568,8231.301971,0,279
299,Indonesia,Benteng,95.373215,5.845705,-0.03999,-1.20055,0.76178,0.07385,-0.25174,-0.6554,0.036,47.73823597,16.62815094,5.695496082,20228.27004,2,896
300,Indonesia,Beurawang,95.336852,5.777511,-0.0086,-0.6096,0.76178,0.0726,-0.15121,-0.49661,0.0452,51.81163006,25.71863365,15.48472691,17509.65457,2,1399
301,Indonesia,Canyon,95.316923,5.89829,-0.04165,-1.20055,0.76178,0.07546,-0.26696,-0.69201,0.088,27.82329682,0,0,25972.72498,2,10446
302,Indonesia,Control Teunom 2,95.212674,5.554888,0.03284,-0.19013,0.76178,0.06755,0.15146,-0.33522,0.0844,382.8675675,154.4552307,68.78450012,24499.15073,0,973
303,Indonesia,Deudap,95.192581,5.607142,0.03555,-0.19013,0.76178,0.06922,0.18351,-0.33655,0.0576,184.6826229,45.90811539,37.1829834,5000.209442,0,185
304,Indonesia,Deudap 2,95.212674,5.554888,0.03284,-0.19013,0.76178,0.06755,0.15146,-0.33522,0.0844,382.8675675,154.4552307,68.78450012,24499.15073,0,973
305,Indonesia,Inti Arun,95.378303,5.831388,-0.03999,-1.20055,0.76178,0.07385,-0.25174,-0.6554,0.036,47.73823597,16.62815094,5.695496082,20228.27004,2,896
306,Indonesia,Inti Pulau Bunta,95.163395,5.558743,0.04793,-0.19013,0.76178,0.06788,0.32476,-0.26917,0.096,236.7637742,82.52529907,42.45854568,8231.301971,0,279
307,Indonesia,Jaboi,95.346046,5.799779,-0.0086,-0.6096,0.76178,0.0726,-0.15121,-0.49661,0.0452,51.81163006,25.71863365,15.48472691,17509.65457,2,1399
308,Indonesia,Kontrol Kota Atas,95.314514,5.898,-0.04165,-1.20055,0.76178,0.07546,-0.26696,-0.69201,0.088,27.82329682,0,0,25972.72498,2,10446
309,Indonesia,Lam Tadoh,95.124595,5.600628,0.04612,-0.19013,0.76178,0.06952,0.30043,-0.26668,0.0596,85.59015054,17.62767792,14.73097229,8529.97941,0,98
