country,site,aca_geomorphic,aca_benthic,andrello_grav_nc,andrello_sediment,andrello_nutrient,andrello_pop_count,andrello_num_ports,andrello_reef_value,andrello_cumul_score
Fiji,BU01N,Sheltered Reef Slope,Coral/Algae,7.115873,20.467846,0.003279,2298.174812,0,479.000011,0.624475
Fiji,BU02,Sheltered Reef Slope,Coral/Algae,NA,NA,NA,NA,NA,NA,NA
Fiji,BU03,NA,NA,8.524843,59.740091,0.017241,3975.77415,0,0,0.506017
Fiji,BU07,Terrestrial Reef Flat,Rock,1.964416,0,0,6225.163514,0,29,0.391538
Fiji,BU08,Terrestrial Reef Flat,Rock,NA,NA,NA,NA,NA,NA,NA
Fiji,BU09,Sheltered Reef Slope,Rock,7.115873,20.467847,0.003279,2298.17483,0,479.000015,0.624475
Fiji,NAO1,Terrestrial Reef Flat,Coral/Algae,5.392963,30.52259,0.002026,6255.26539,2,65.999999,0.796651
Fiji,NAO2N,Sheltered Reef Slope,Coral/Algae,5.392963,30.522592,0.002026,6255.265691,2,66.000002,0.796651
Fiji,NAO3,Deep Lagoon,Coral/Algae,5.392963,30.52259,0.002026,6255.265291,2,65.999998,0.796651
Fiji,NAO6,NA,NA,5.392963,30.52259,0.002026,6255.265226,2,65.999998,0.796651
Fiji,NAO7,Sheltered Reef Slope,Coral/Algae,5.392963,30.522591,0.002026,6255.265456,2,66,0.796651
Fiji,NAOBF2,Sheltered Reef Slope,Coral/Algae,2.971754,49.417097,0.002612,5936.682315,2,184.999991,0.799669
Fiji,NAOBF3,Sheltered Reef Slope,Coral/Algae,3.10539,14.30939,0.001129,33.943401,0,17.000001,0.51412
Fiji,NAOBF4,Sheltered Reef Slope,Coral/Algae,3.10539,14.309389,0.001129,33.943399,0,17,0.51412
Fiji,NAOBT1,Shallow Lagoon,Sand,2.971755,49.417101,0.002612,5936.68288,2,185.000009,0.799669
Fiji,NAOBT2,Back Reef Slope,Coral/Algae,2.971755,49.4171,0.002612,5936.682686,2,185.000003,0.799669
Fiji,NAOBT3,Back Reef Slope,Coral/Algae,2.971755,49.4171,0.002612,5936.682764,2,185.000005,0.799669
Fiji,VIR1,Sheltered Reef Slope,Coral/Algae,2.102,0,2.52e-4,1.043793,0,502.000015,0.412173
Fiji,VIR10,NA,NA,3.379891,131.479817,0.032548,0,0,0,0.364163
Fiji,VIR11,Sheltered Reef Slope,Coral/Algae,2.764246,31.672142,0.018435,0,0,5,0.46012
Fiji,VIR2,NA,NA,2.101999,0,2.52e-4,1.043793,0,501.999995,0.412173
Fiji,VIR3,Sheltered Reef Slope,Coral/Algae,2.102,0,2.52e-4,1.043793,0,502.000003,0.412173
Fiji,VIR5,Sheltered Reef Slope,Coral/Algae,2.341893,0.045262,0.001696,1.043793,0,212.999993,0.488443
Fiji,VIR6,Sheltered Reef Slope,Coral/Algae,3.379891,131.479808,0.032548,0,0,0,0.364163
Fiji,VIR7,Sheltered Reef Slope,NA,2.980839,42.584305,0.01842,0,0,0,0.34367
Fiji,VIR8,Sheltered Reef Slope,NA,2.980839,42.584305,0.01842,0,0,0,0.34367
Fiji,VIR9,Sheltered Reef Slope,Coral/Algae,2.581787,4.770352,0.005847,1.043793,0,4,0.48938
Madagascar,Ambarinidada_11,Sheltered Reef Slope,Seagrass,1.549488,76.156809,0.017598,1222.467341,0,24.000001,0.583876
Madagascar,Ambato_04,Deep Lagoon,Sand,2.111112,819.176164,0.003927,4235.336134,0,0,0.494623
Madagascar,Ambato_05,NA,NA,2.111112,819.176161,0.003927,4235.336122,0,0,0.494623
Madagascar,Ambatofisaka_19,Sheltered Reef Slope,Coral/Algae,0.417439,36.426219,0.011197,24.456886,0,49.999999,0.494906
Madagascar,Ambatomilay_18,Deep Lagoon,Sand,0.417439,36.426219,0.011197,24.456886,0,49.999999,0.494906
Madagascar,Amparimilay_10,Sheltered Reef Slope,Sand,1.567779,8.142005,0.004835,1539.387911,0,32.000001,0.5572
Madagascar,Andra_06,Reef Slope,Coral/Algae,2.567681,1.740067,0.023908,226.566254,0,0,0.403126
Madagascar,Andravona_08,Back Reef Slope,Coral/Algae,2.567681,1.740067,0.023908,226.566234,0,0,0.403126
Madagascar,Andravona_12,Deep Lagoon,Sand,2.02393,1.824364,0.028441,267.092194,0,0,0.401775
Madagascar,Andre_07,NA,NA,2.02393,1.824363,0.028441,267.092185,0,0,0.401775
Madagascar,Anir_23,Shallow Lagoon,Seagrass,1.459818,3799.679656,0.066105,12844.120473,0,9,0.653521
Madagascar,Anir_24,Back Reef Slope,Coral/Algae,1.459818,3799.679782,0.066105,12844.120899,0,9,0.653521
Madagascar,Anka_01,Plateau,NA,4.660465,6.526987,0.01473,2286.004632,0,0,0.459799
Madagascar,Ankarea_03,Sheltered Reef Slope,Sand,1.661217,3.204215,0.004011,343.171126,0,0,0.391132
Madagascar,Ankaso_15,Back Reef Slope,Coral/Algae,0.602418,25.271633,0.014011,216.094879,0,14,0.512736
Madagascar,Ankivonjy_14,Plateau,NA,0.580244,0,0,532.86684,0,81.000001,0.32499
Madagascar,Anta_08,Reef Slope,Coral/Algae,0.103667,13.153008,1.13e-4,137.397606,0,0,0.022372
Madagascar,Anta_09,Reef Slope,Seagrass,2.21589,281.147536,0.002415,2936.894531,0,0,0.478208
Madagascar,Antanambe_13,NA,NA,2.16508,152.559465,0.001833,3162.810987,0,0,0.471696
Madagascar,Antanambe_14,Reef Slope,Coral/Algae,2.031174,135.047688,0.001427,2289.330558,0,0,0.461184
Madagascar,Antanambe_15,Reef Slope,Seagrass,2.031174,0,0,5311.936439,0,0,0.256313
Madagascar,Antsa_09,Reef Slope,Coral/Algae,8.52316,14.191402,0.010194,1569.267065,0,0,0.468064
Madagascar,Antsi_20,Reef Slope,Coral/Algae,1.545262,2030.140967,0.050367,10920.374258,0,0,0.524114
Madagascar,Antsi_22,Deep Lagoon,Sand,1.545262,2030.140873,0.050367,10920.37375,0,0,0.524114
Madagascar,Antsoa_07,Back Reef Slope,Coral/Algae,1.31739,17.502609,0.010968,369.18702,0,73,0.547993
Madagascar,Beangovo_04,Sheltered Reef Slope,Coral/Algae,1.097686,0.003523,0.001285,22.191731,0,0,0.323366
Madagascar,Beko_03,Reef Slope,Coral/Algae,3.078037,1.949858,0.018676,224.9083,0,0,0.405609
Madagascar,Belo_04,Back Reef Slope,Coral/Algae,3.078037,1.949858,0.018676,224.908299,0,0,0.405609
Madagascar,Iha_01,Reef Slope,Seagrass,0.809648,1395.467786,0.070438,7286.508319,0,20.270163,0.539335
Madagascar,Iha_02,Reef Slope,Seagrass,0.809648,2193.557879,0.110722,6393.569509,0,25,0.637646
Madagascar,Imor_18,Reef Slope,Coral/Algae,1.584318,1004.720347,0.031165000000000002,3387.27928,0,0,0.498756
Madagascar,Imor_19,Reef Slope,Seagrass,1.545262,2030.140913,0.050367,10920.373963,0,0,0.524114
Madagascar,Imor_21,Reef Slope,Coral/Algae,1.545262,2030.14086,0.050367,10920.373682,0,0,0.524114
Madagascar,Kisimani_16,Sheltered Reef Slope,Coral/Algae,0.641346,354.763391,0.035483,1113.511109,0,44.999999,0.585238
Madagascar,Madiro_17,Inner Reef Flat,Seagrass,0.614611,143.639864,0.028025,728.115492,0,87.000001,0.572269
Madagascar,Maintim_27,Sheltered Reef Slope,Coral/Algae,1.1551,915.154344,0.027216,1911.957842,0,3,0.597672
Madagascar,Maintim_28,Back Reef Slope,Sand,1.1551,915.154339,0.027216,1911.957831,0,3,0.597672
Madagascar,Malo_02,Reef Slope,Seagrass,2.279615,1011.986985,0.004764,2254.684418,0,0,0.487235
Madagascar,Malo_03,Deep Lagoon,Sand,2.111112,819.176137,0.003927,4235.335995,0,0,0.494623
Madagascar,Manam_06,Reef Slope,Coral/Algae,NA,NA,NA,NA,NA,NA,NA
Madagascar,Manam_07,Reef Slope,Coral/Algae,NA,NA,NA,NA,NA,NA,NA
Madagascar,Mand_10,Reef Slope,Coral/Algae,2.16508,152.559468,0.001833,3162.811052,0,0,0.471696
Madagascar,Mand_11,Reef Slope,Coral/Algae,2.16508,152.559463,0.001833,3162.810944,0,0,0.471696
Madagascar,Mand_12,Reef Slope,Coral/Algae,2.16508,152.559461,0.001833,3162.810896,0,0,0.471696
Madagascar,Marofot_01,Deep Lagoon,Seagrass,0.345358,0,0,5106.674916,0,11,0.333772
Madagascar,Marofot_02,Deep Lagoon,Seagrass,0.60687,57.260605,0.004356,4060.568413,0,21,0.567978
Madagascar,Marotogny_20,Sheltered Reef Slope,Coral/Algae,0.440881,57.466331,0.031367,993.760596,0,6,0.537779
Madagascar,NF01,Sheltered Reef Slope,Coral/Algae,1.211104,58.673155,0.033337,2211.601571,0,95.000003,0.601131
Madagascar,NK01,Sheltered Reef Slope,Coral/Algae,0.960952,216.284304,0.122549,6174.410861,0,1348.000012,0.657093
Madagascar,NK02,Sheltered Reef Slope,Coral/Algae,0.960952,216.284301,0.122549,6174.410781,0,1347.999995,0.657093
Madagascar,NosyFisaka_02,Sheltered Reef Slope,Sand,1.661217,3.204215,0.004011,343.171128,0,0,0.391132
Madagascar,NosyKaine_09,Sheltered Reef Slope,Coral/Algae,1.151712,0.017798,0.004082,55.815278,0,83.999998,0.483672
Madagascar,NosyKarabo_06,Sheltered Reef Slope,Coral/Algae,1.31739,17.502609,0.010968,369.18702,0,73,0.547993
Madagascar,NosyLava_01,Sheltered Reef Slope,Coral/Algae,1.929904,12.827414,0.014959,238.277074,0,0,0.409612
Madagascar,NosyVazoana_05,Sheltered Reef Slope,Coral/Algae,1.750494,38.071659,0.014223,1509.562339,0,36,0.584115
Madagascar,NS01,Back Reef Slope,Coral/Algae,0.803967,99.447595,0.047359,24099.851583,0,1398.000024,0.654782
Madagascar,NT01,Back Reef Slope,Coral/Algae,0.833951,151.258454,0.070188,201.674683,0,123,0.571017
Madagascar,NT02,Sheltered Reef Slope,Coral/Algae,0.833951,151.258453,0.070188,201.674682,0,122.999999,0.571017
Madagascar,Plateau_13,Plateau,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,Ranto_01,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,Ratapenjiky_12,Sheltered Reef Slope,Coral/Algae,1.395866,6.236976,0.006128,1269.469805,0,96,0.559253
Madagascar,Sala_14,Shallow Lagoon,Sand,4.124429,4.400178,0.01946,2680.17445,0,0,0.459203
Madagascar,Sal_N1_11,Reef Slope,NA,4.660465,6.526987,0.01473,2286.004611,0,0,0.459799
Madagascar,Sal_N2_02,Deep Lagoon,Sand,5.173595,6.709867,0.009447,547.524552,0,0,0.433475
Madagascar,Sal_N2_05,Reef Slope,Coral/Algae,3.078037,1.949858,0.018676,224.90831,0,0,0.405609
Madagascar,Sal_N2_13,Reef Slope,NA,4.124429,2.937231,0.014391,173.387637,0,0,0.409761
Madagascar,Tsand_10,Deep Lagoon,Sand,6.854379,7.500933,0.00804,2178.447579,0,0,0.462754
Madagascar,Tsarabanjina_08,Deep Lagoon,Sand,1.151712,0.017798,0.004082,55.81528,0,84.000001,0.483672
Madagascar,Vato_25,Reef Slope,Coral/Algae,1.1551,915.154385,0.027216,1911.957928,0,3,0.597672
Madagascar,Vato_26,Sheltered Reef Slope,Seagrass,1.1551,915.154366,0.027216,1911.957888,0,3,0.597672
Madagascar,Vohi_16,Reef Slope,Coral/Algae,1.584318,607.843483,0.021587,8632.684918,0,0,0.508746
Madagascar,Vohi_17,Plateau,NA,1.584318,607.843515,0.021587,8632.685365,0,0,0.508746
Madagascar,NosyFisaka_02,NA,NA,1.532014,0.022346,0.001899,0,0,0,0.269854
Madagascar,Nosy Komba,Shallow Lagoon,Seagrass,0.949558,99.433494,0.08253,49141.048222,2,2171.999987,0.844097
Madagascar,Tandavandriva_North,Plateau,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,Tandavandriva_West,Plateau,NA,NA,NA,NA,NA,NA,NA,NA
Belize,CZFR1,NA,NA,1.254104,0,0,19.393048,0,654.999999,0.326641
Belize,CZFR2,NA,NA,1.254104,0,0,19.393048,0,655.000006,0.326641
Belize,CZFR3,NA,NA,1.254104,0,0,19.393048,0,655.000004,0.326641
Belize,CZPR1,Shallow Lagoon,Coral/Algae,1.364033,0,5e-6,19.393047,0,126.999996,0.391489
Belize,CZPR4,Deep Lagoon,Coral/Algae,1.364034,0,5e-6,19.393049,0,127.000005,0.391489
Belize,CZPR5,Deep Lagoon,Seagrass,1.364034,0,5e-6,19.39305,0,127.000012,0.391489
Belize,CZPR7,Outer Reef Flat,Coral/Algae,1.364033,0,5e-6,19.393047,0,126.999995,0.391489
Belize,GUZPR1,Deep Lagoon,Coral/Algae,1.364034,0,5e-6,19.393048,0,127.000002,0.391489
Belize,GUZPR6,Outer Reef Flat,Seagrass,1.17501,0,0,7.41954,0,407.000002,0.317165
Belize,WFR2,NA,NA,1.641132,0,2.65e-4,14.935012,0,5,0.379915
Belize,WFR3,NA,NA,1.787611,0,2.62e-4,0,0,0,0.194727
Belize,WFR4,Sheltered Reef Slope,Coral/Algae,1.787611,0,2.62e-4,0,0,0,0.194727
Belize,WFR5,Sheltered Reef Slope,NA,1.473964,0,3.3e-5,4.458036,0,276.000002,0.396832
